,City,Country,Max Temp,Lat,Lng,Hotel Name
480,Georgetown,MY,78.89,5.4112,100.3354,Cititel Penang
481,Rikitea,PF,78.84,-23.1203,-134.9692,People ThankYou
483,Soledade,BR,66.99,-28.8183,-52.5103,Pousada Da Gringa
485,Mar Del Plata,AR,62.87,-38.0023,-57.5575,Gran Hotel Mar del Plata
488,Punta Arenas,CL,51.91,-53.15,-70.9167,Hotel Hain
489,Ahipara,NZ,71.1,-35.1667,173.1667,Ahipara Holiday Park
492,Lebu,CL,58.12,-37.6167,-73.65,Hostal Las Lilas
493,Vaini,TO,86.16,-21.2,-175.2,Keleti Beach Resort
494,Hobart,AU,79.02,-42.8794,147.3294,Mantra on Collins Hobart
497,Busselton,AU,68.04,-33.65,115.3333,Observatory Guest House
499,Makakilo City,US,80.35,21.3469,-158.0858,Marriott's Ko Olina Beach Club
500,Gladstone,AU,85.78,-23.85,151.25,Highpoint International Hotel
501,Mar Del Plata,AR,62.87,-38.0023,-57.5575,Gran Hotel Mar del Plata
502,Avarua,CK,78.85,-21.2078,-159.775,Paradise Inn
503,Nago,JP,73.47,26.5881,127.9761,Hotel Yugaf Inn Okinawa
504,Bredasdorp,ZA,67.32,-34.5322,20.0403,Bredasdorp Country Manor
505,Bluff,NZ,53.8,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
507,Rikitea,PF,78.84,-23.1203,-134.9692,People ThankYou
508,Marsh Harbour,BS,75.07,26.5412,-77.0636,Abaco Beach Resort
509,Port Alfred,ZA,75.36,-33.5906,26.891,The Halyards Hotel
510,Flinders,AU,77.38,-34.5833,150.8552,Shellharbour Resort & Conference Centre
513,Bauchi,NG,63.43,10.5,10.0,
514,Matay,EG,53.37,28.419,30.7792,Nag Aespen
517,Airai,TL,69.82,-8.9266,125.4092,
519,Hithadhoo,MV,81.19,-0.6,73.0833,Scoop Guest House
520,Puerto Ayora,EC,75.54,-0.7393,-90.3518,Finch Bay Galapagos Hotel
521,Coquimbo,CL,65.88,-29.9533,-71.3436,Hostel Del Puerto
524,Victoria,HK,64.94,22.2855,114.1577,Mini Hotel Central
526,Sechura,PE,74.8,-5.5569,-80.8222,Hospedaje Costa Bella
527,Bluff,NZ,53.8,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
528,Hermanus,ZA,66.9,-34.4187,19.2345,Misty Waves Boutique Hotel
529,Port Elizabeth,ZA,70.09,-33.918,25.5701,39 On Nile Guest House
530,New Norfolk,AU,78.66,-42.7826,147.0587,The Shingles Riverside Cottages
531,Lebu,CL,58.12,-37.6167,-73.65,Hostal Las Lilas
533,Arraial Do Cabo,BR,75.07,-22.9661,-42.0278,Pousada Porto Praia
535,Bandarbeyla,SO,74.19,9.4942,50.8122,JABIR HOTEL
536,Punta Arenas,CL,51.91,-53.15,-70.9167,Hotel Hain
537,Rikitea,PF,78.84,-23.1203,-134.9692,People ThankYou
538,Laguna,US,77.29,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
539,Grahamstown,ZA,70.0,-33.3042,26.5328,Bartholomew's Loft
540,Naberera,TZ,62.92,-4.2,36.9333,
541,Hermanus,ZA,66.9,-34.4187,19.2345,Misty Waves Boutique Hotel
543,Matara,LK,74.93,5.9485,80.5353,Amaloh Boutique Resort
544,Victoria,HK,64.94,22.2855,114.1577,Mini Hotel Central
546,Nushki,PK,52.11,29.5542,66.0215,Shams hotel
547,Hermanus,ZA,66.9,-34.4187,19.2345,Misty Waves Boutique Hotel
549,Taoudenni,ML,61.79,22.6783,-3.9836,
550,Inhambane,MZ,74.5,-23.865,35.3833,Oceano
551,Atuona,PF,77.67,-9.8,-139.0333,Villa Enata
553,Ancud,CL,67.53,-41.8697,-73.8203,Hotel Arena Gruesa
554,Rikitea,PF,78.84,-23.1203,-134.9692,People ThankYou
555,Butaritari,KI,83.08,3.0707,172.7902,Isles Sunset Lodge
556,Najran,SA,59.65,17.4924,44.1277,محمد هادي ال فطيح
557,Namatanai,PG,84.07,-3.6667,152.4333,Seagulls Inn Namatani
558,Hobart,AU,79.02,-42.8794,147.3294,Mantra on Collins Hobart
559,Port Hedland,AU,80.65,-20.3167,118.5667,"The Esplanade Hotel (Accommodation section closed for refurbishment - Bar, Restaurant & Functions remain open)"
560,Punta Arenas,CL,51.91,-53.15,-70.9167,Hotel Hain
562,Oranjemund,,65.64,-28.55,16.4333,The Fisherman's Cove
563,Souillac,MU,77.38,-20.5167,57.5167,Shanti Maurice Resort & Spa
565,Rikitea,PF,78.84,-23.1203,-134.9692,People ThankYou
568,Bhadasar,IN,60.93,28.2833,74.3167,OMPRAKASH JAKHAR
569,Cayenne,GF,78.1,4.9333,-52.3333,Hôtel Le Dronmi
571,Portland,US,63.19,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
573,Mpwapwa,TZ,64.26,-6.35,36.4833,THE ROYAL LODGE
574,Rikitea,PF,78.84,-23.1203,-134.9692,People ThankYou
575,Carnarvon,AU,86.07,-24.8667,113.6333,Hospitality Carnarvon
579,San Andres,CO,80.62,12.5847,-81.7006,Hotel Arena Blanca
580,Ramon,PH,75.97,16.7842,121.535,May traveller's Inn
581,Mahonda,TZ,78.91,-6.45,39.4667,Karamba Resort
582,Tabuk,PH,75.94,17.4189,121.4443,Golden Berries Hotel and Convention
583,Hithadhoo,MV,81.19,-0.6,73.0833,Scoop Guest House
584,Conceicao Do Araguaia,BR,73.62,-8.2578,-49.2647,Tarumã Tropical Hotel
585,Busselton,AU,68.04,-33.65,115.3333,Observatory Guest House
589,Punta Arenas,CL,51.91,-53.15,-70.9167,Hotel Hain
590,Pitimbu,BR,81.19,-7.4706,-34.8086,Reserva do Abiaí
592,Codrington,AU,85.75,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
595,Hithadhoo,MV,81.19,-0.6,73.0833,Scoop Guest House
596,Alugan,PH,78.62,12.2188,125.4808,JM Lodge
597,Filingue,NE,69.51,14.3521,3.3168,
598,Broken Hill,AU,85.71,-31.95,141.4333,Royal Exchange Hotel
600,East London,ZA,75.09,-33.0153,27.9116,Tu Casa
601,Inirida,CO,77.16,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
602,Jatai,BR,69.15,-17.8814,-51.7144,La Vitre Hotel
603,Hambantota,LK,75.54,6.1241,81.1185,Bungalow 63
605,Hilo,US,78.53,19.7297,-155.09,Hilo Hawaiian Hotel
606,Mar Del Plata,AR,62.87,-38.0023,-57.5575,Gran Hotel Mar del Plata
607,Hilo,US,78.53,19.7297,-155.09,Hilo Hawaiian Hotel
609,Bengkulu,ID,79.07,-3.8004,102.2655,Grage Hotel Bengkulu
610,Busselton,AU,68.04,-33.65,115.3333,Observatory Guest House
611,Sambava,MG,73.15,-14.2667,50.1667,Melrose
612,Cape Town,ZA,69.89,-33.9258,18.4232,Southern Sun Waterfront Cape Town
613,Cape Town,ZA,69.89,-33.9258,18.4232,Southern Sun Waterfront Cape Town
614,Hermanus,ZA,66.9,-34.4187,19.2345,Misty Waves Boutique Hotel
615,Pontianak,ID,75.18,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
616,Teahupoo,PF,82.36,-17.8333,-149.2667,Vanira Lodge
617,Atuona,PF,77.67,-9.8,-139.0333,Villa Enata
618,Rikitea,PF,78.84,-23.1203,-134.9692,People ThankYou
619,Isangel,VU,86.11,-19.55,169.2667,Tanna Lodge
620,Atuona,PF,77.67,-9.8,-139.0333,Villa Enata
621,Bredasdorp,ZA,67.32,-34.5322,20.0403,Bredasdorp Country Manor
622,Ginir,ET,57.27,7.1333,40.7,Sura Dare Village
623,Ancud,CL,67.53,-41.8697,-73.8203,Hotel Arena Gruesa
624,Kahului,US,82.42,20.8947,-156.47,Maui Seaside Hotel
626,Avarua,CK,78.85,-21.2078,-159.775,Paradise Inn
628,Mataura,NZ,53.47,-46.1927,168.8643,Ellie's Villa
632,Punta Arenas,CL,51.91,-53.15,-70.9167,Hotel Hain
633,Kaitangata,NZ,55.92,-46.2817,169.8464,Kaitangata Motor Camp
634,Lebu,CL,58.12,-37.6167,-73.65,Hostal Las Lilas
635,Quatre Cocos,MU,77.11,-20.2078,57.7625,Sunrise Attitude Hotel
636,Kokoda,PG,81.18,-8.8785,147.7407,Daito Guest House
637,Avarua,CK,78.85,-21.2078,-159.775,Paradise Inn
640,Hilo,US,78.53,19.7297,-155.09,Hilo Hawaiian Hotel
642,Rikitea,PF,78.84,-23.1203,-134.9692,People ThankYou
643,Pedasi,PA,76.06,7.5333,-80.0333,Selina Pedasi
644,Virginia Beach,US,62.65,36.8529,-75.978,Hilton Virginia Beach Oceanfront
645,Puerto Ayora,EC,75.54,-0.7393,-90.3518,Finch Bay Galapagos Hotel
646,Kaitangata,NZ,55.92,-46.2817,169.8464,Kaitangata Motor Camp
647,Vanimo,PG,82.85,-2.6741,141.3028,Vahmoneh Lodge Vanimo
649,Port Alfred,ZA,75.36,-33.5906,26.891,The Halyards Hotel
651,Gualaceo,EC,62.26,-2.9,-78.7833,Arhaná Hosteria Resort
653,Cap Malheureux,MU,77.49,-19.9842,57.6142,Pereybere Hotel & Spa
655,Mananjary,MG,73.17,-21.2167,48.3333,Vahiny Lodge
656,Vaini,TO,86.16,-21.2,-175.2,Keleti Beach Resort
658,Puerto Ayora,EC,75.54,-0.7393,-90.3518,Finch Bay Galapagos Hotel
659,Avarua,CK,78.85,-21.2078,-159.775,Paradise Inn
660,Chuy,UY,67.42,-33.6971,-53.4616,Nuevo Hotel Plaza
661,East London,ZA,75.09,-33.0153,27.9116,Tu Casa
663,Santa Cruz De Tenerife,ES,65.71,28.4682,-16.2546,Hotel Silken Atlántida Santa Cruz
664,Souillac,MU,77.38,-20.5167,57.5167,Shanti Maurice Resort & Spa
666,Butaritari,KI,83.08,3.0707,172.7902,Isles Sunset Lodge
667,Bredasdorp,ZA,67.32,-34.5322,20.0403,Bredasdorp Country Manor
668,Punta Arenas,CL,51.91,-53.15,-70.9167,Hotel Hain
670,Bredasdorp,ZA,67.32,-34.5322,20.0403,Bredasdorp Country Manor
671,Ponta Do Sol,PT,63.23,32.6667,-17.1,Hotel do Campo
672,Avarua,CK,78.85,-21.2078,-159.775,Paradise Inn
673,Kavieng,PG,82.49,-2.5744,150.7967,Nusa Island Retreat
674,Hilo,US,78.53,19.7297,-155.09,Hilo Hawaiian Hotel
675,Busselton,AU,68.04,-33.65,115.3333,Observatory Guest House
676,Cidreira,BR,74.37,-30.1811,-50.2056,Hotel Castelo
677,Veraval,IN,67.33,20.9,70.3667,Lords Inn Somnath
681,San Patricio,US,53.58,28.017,-97.5169,"Motel 6 Sinton, TX"
683,Busselton,AU,68.04,-33.65,115.3333,Observatory Guest House
684,Puerto Ayora,EC,75.54,-0.7393,-90.3518,Finch Bay Galapagos Hotel
685,Mattru,SL,72.5,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
688,Hithadhoo,MV,81.19,-0.6,73.0833,Scoop Guest House
689,Hobart,AU,79.02,-42.8794,147.3294,Mantra on Collins Hobart
691,Kavaratti,IN,80.56,10.5669,72.642,Hotels in Lakshadweep Islands
692,Vaini,TO,86.16,-21.2,-175.2,Keleti Beach Resort
693,New Norfolk,AU,78.66,-42.7826,147.0587,The Shingles Riverside Cottages
694,Rikitea,PF,78.84,-23.1203,-134.9692,People ThankYou
695,Necochea,AR,57.04,-38.5473,-58.7368,dyd -mar Hotel
696,East London,ZA,75.09,-33.0153,27.9116,Tu Casa
698,Brasilia De Minas,BR,67.5,-16.2064,-44.4333,Hotel Neris
699,Atuona,PF,77.67,-9.8,-139.0333,Villa Enata
700,Fuerte Olimpo,PY,75.74,-21.0415,-57.8738,Hospedaje DAMI
701,Lagoa,PT,60.75,39.05,-27.9833,Casa Das Faias
703,Puerto Ayora,EC,75.54,-0.7393,-90.3518,Finch Bay Galapagos Hotel
704,Puerto Ayora,EC,75.54,-0.7393,-90.3518,Finch Bay Galapagos Hotel
705,Busselton,AU,68.04,-33.65,115.3333,Observatory Guest House
706,Maldonado,UY,63.23,-34.6667,-54.9167,La Cimarrona
707,Chuy,UY,67.42,-33.6971,-53.4616,Nuevo Hotel Plaza
708,Banjar,ID,84.06,-8.19,114.9675,The Hamsa Resort
710,Richards Bay,ZA,71.04,-28.783,32.0377,BON Hotel Waterfront Richards Bay
714,Rikitea,PF,78.84,-23.1203,-134.9692,People ThankYou
715,Saint George,US,66.79,37.1041,-113.5841,Best Western Plus Abbey Inn
716,Mareeba,AU,83.44,-17.0,145.4333,Trinity Plains Tourist Park
719,Hermanus,ZA,66.9,-34.4187,19.2345,Misty Waves Boutique Hotel
720,Salinopolis,BR,78.3,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
721,Bundaberg,AU,83.21,-24.85,152.35,Takalvan Motel
724,Punta Arenas,CL,51.91,-53.15,-70.9167,Hotel Hain
726,Hobart,AU,79.02,-42.8794,147.3294,Mantra on Collins Hobart
727,Dhaka,BD,62.58,23.7104,90.4074,Main Hostel SSMC
728,Honiara,SB,85.41,-9.4333,159.95,Heritage Park Hotel
729,Hobart,AU,79.02,-42.8794,147.3294,Mantra on Collins Hobart
730,Merauke,ID,84.78,-8.4667,140.3333,
731,Kapaa,US,79.48,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
732,Sterling,US,54.46,39.0062,-77.4286,Hampton Inn & Suites Washington-Dulles International Airport
733,Oranjestad,AW,80.55,12.524,-70.027,Divi Village Golf & Beach Resort
734,Hobart,AU,79.02,-42.8794,147.3294,Mantra on Collins Hobart
737,Finschhafen,PG,82.87,-6.6024,147.8681,Cossam Guest House
738,Punta Arenas,CL,51.91,-53.15,-70.9167,Hotel Hain
739,Kapaa,US,79.48,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
741,Bluff,NZ,53.8,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
742,Puerto Ayora,EC,75.54,-0.7393,-90.3518,Finch Bay Galapagos Hotel
744,Vaini,TO,86.16,-21.2,-175.2,Keleti Beach Resort
745,Punta Arenas,CL,51.91,-53.15,-70.9167,Hotel Hain
746,New Norfolk,AU,78.66,-42.7826,147.0587,The Shingles Riverside Cottages
747,Coquimbo,CL,65.88,-29.9533,-71.3436,Hostel Del Puerto
750,Cidreira,BR,74.37,-30.1811,-50.2056,Hotel Castelo
752,Na Klang,TH,75.79,17.3072,102.1889,สบายดี รีสอร์ท (อ.นากลาง จ.หนองบัวลำภู)
756,Mataura,NZ,53.47,-46.1927,168.8643,Ellie's Villa
757,Vaini,TO,86.16,-21.2,-175.2,Keleti Beach Resort
758,Lebu,CL,58.12,-37.6167,-73.65,Hostal Las Lilas
759,Avarua,CK,78.85,-21.2078,-159.775,Paradise Inn
761,Busselton,AU,68.04,-33.65,115.3333,Observatory Guest House
762,Hermanus,ZA,66.9,-34.4187,19.2345,Misty Waves Boutique Hotel
763,San Cristobal,VE,73.58,7.7669,-72.225,Posada Villaven C.A.
765,Bethel,US,50.36,41.3712,-73.414,Courtyard by Marriott Danbury
767,Hermanus,ZA,66.9,-34.4187,19.2345,Misty Waves Boutique Hotel
768,Kaitangata,NZ,55.92,-46.2817,169.8464,Kaitangata Motor Camp
770,Rikitea,PF,78.84,-23.1203,-134.9692,People ThankYou
771,Porto Novo,BJ,82.22,6.4965,2.6036,Tour Eiffel Hotel Benin
772,Northam,GB,50.41,51.0333,-4.2167,Durrant House Hotel
773,Lorengau,PG,82.58,-2.0226,147.2712,Lorengau Harbourside Hotel
777,Mareeba,AU,83.44,-17.0,145.4333,Trinity Plains Tourist Park
778,Georgetown,MY,78.89,5.4112,100.3354,Cititel Penang
779,Rikitea,PF,78.84,-23.1203,-134.9692,People ThankYou
780,Namatanai,PG,84.07,-3.6667,152.4333,Seagulls Inn Namatani
781,Bhatkal,IN,74.21,13.9667,74.5667,Nilawar Palace
782,Lebu,CL,58.12,-37.6167,-73.65,Hostal Las Lilas
784,Newport,GB,50.86,51.5877,-2.9984,ibis budget Newport
786,Mataura,NZ,53.47,-46.1927,168.8643,Ellie's Villa
787,Cao Bang,VN,54.75,22.6667,106.25,khách sạn 88
789,Rikitea,PF,78.84,-23.1203,-134.9692,People ThankYou
790,Bluff,NZ,53.8,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
795,Hobart,AU,79.02,-42.8794,147.3294,Mantra on Collins Hobart
797,Rikitea,PF,78.84,-23.1203,-134.9692,People ThankYou
798,Butaritari,KI,83.08,3.0707,172.7902,Isles Sunset Lodge
801,Poum,NC,81.7,-20.2333,164.0167,
802,Kapaa,US,79.48,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
804,Bethel,US,50.36,41.3712,-73.414,Courtyard by Marriott Danbury
807,Ler,SS,76.42,8.3018,30.1418,
809,Pacific Grove,US,82.8,36.6177,-121.9166,Lovers Point Inn
811,Laguna,US,77.29,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
812,Mehran,IR,58.48,33.1222,46.1646,بوتیک زنانه بهار
813,El Tigre,VE,77.74,8.8875,-64.2454,Hotel Santa Cruz
815,Mataura,NZ,53.47,-46.1927,168.8643,Ellie's Villa
816,Dingle,PH,81.46,10.9995,122.6711,SEGAYA PROPERTY
817,Pauini,BR,75.27,-7.7136,-66.9764,Casa do Kiwliks
818,Cabo San Lucas,MX,78.1,22.8909,-109.9124,Hotel Tesoro Los Cabos
819,Arraial Do Cabo,BR,75.07,-22.9661,-42.0278,Pousada Porto Praia
820,Parana,AR,67.57,-31.732,-60.5238,Howard Johnson by Wyndham Plaza Hotel Mayorazgo
824,Codrington,AU,85.75,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
825,Cairns,AU,88.07,-16.9167,145.7667,Mantra Trilogy Cairns
828,Daru,PG,83.55,-9.0763,143.2092,Daru Lodge
829,Bambous Virieux,MU,77.25,-20.3428,57.7575,Casa Tia Villa
830,Bonito,BR,82.13,-21.1211,-56.4819,Marruá Hotel
831,Kapaa,US,79.48,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
832,Cabedelo,BR,81.27,-6.9811,-34.8339,Hotel Pigalle
833,Bandarbeyla,SO,74.19,9.4942,50.8122,JABIR HOTEL
836,Coquimbo,CL,65.88,-29.9533,-71.3436,Hostel Del Puerto
837,Saurimo,AO,62.8,-9.6608,20.3916,Hotel Kawissa Saurimo
838,Ribeira Grande,PT,61.57,38.5167,-28.7,Quinta da Meia Eira
839,Waipawa,NZ,52.43,-41.4122,175.5153,Tora Coastal Walk
840,Bredasdorp,ZA,67.32,-34.5322,20.0403,Bredasdorp Country Manor
841,Belmonte,BR,81.1,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
842,Hobart,AU,79.02,-42.8794,147.3294,Mantra on Collins Hobart
843,Cabo San Lucas,MX,78.1,22.8909,-109.9124,Hotel Tesoro Los Cabos
846,Avanigadda,IN,71.74,16.0215,80.9181,AP Camping
847,Rikitea,PF,78.84,-23.1203,-134.9692,People ThankYou
848,Bambari,CF,77.59,5.768,20.6757,Hotel-Restaurant BIBICH
849,Geraldton,AU,75.61,-28.7667,114.6,Broadwater Mariner Resort
852,Kyaikto,MM,66.79,17.3,97.0167,နီလာ တည်းခိုခန်း
854,Saldanha,ZA,68.05,-33.0117,17.9442,Blue Bay Lodge
857,Puerto Ayora,EC,75.54,-0.7393,-90.3518,Finch Bay Galapagos Hotel
859,Meulaboh,ID,77.14,4.1363,96.1285,Kost Pria
860,Durban,ZA,76.93,-29.8579,31.0292,Hilton Durban
862,Abha,SA,53.85,18.2164,42.5053,Abha Hotel
863,Saint-Philippe,RE,78.35,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
864,Bredasdorp,ZA,67.32,-34.5322,20.0403,Bredasdorp Country Manor
865,Nelson Bay,AU,75.29,-32.7167,152.15,Mantra Nelson Bay
867,Tuatapere,NZ,53.82,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
868,Punta Arenas,CL,51.91,-53.15,-70.9167,Hotel Hain
869,General Roca,AR,81.0,-39.0333,-67.5833,Hotel y Casino del Río General Roca
870,Cape Town,ZA,69.89,-33.9258,18.4232,Southern Sun Waterfront Cape Town
873,Hermanus,ZA,66.9,-34.4187,19.2345,Misty Waves Boutique Hotel
875,Esperance,AU,66.04,-33.8667,121.9,Hospitality Esperance
876,Namatanai,PG,84.07,-3.6667,152.4333,Seagulls Inn Namatani
877,Kapaa,US,79.48,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
878,Pong,TH,66.99,19.1493,100.2752,999 Hotel
880,Kralendijk,BQ,78.78,12.15,-68.2667,Divi Flamingo Beach Resort & Casino
882,Bredasdorp,ZA,67.32,-34.5322,20.0403,Bredasdorp Country Manor
884,Pemangkat,ID,78.22,1.1667,108.9667,Ramah Kost KITA
885,Busselton,AU,68.04,-33.65,115.3333,Observatory Guest House
888,Cabo San Lucas,MX,78.1,22.8909,-109.9124,Hotel Tesoro Los Cabos
889,Vaini,TO,86.16,-21.2,-175.2,Keleti Beach Resort
890,Codrington,AU,85.75,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
891,Atuona,PF,77.67,-9.8,-139.0333,Villa Enata
892,Yumbe,UG,73.6,3.4651,31.2469,Antonio's Hotel
894,New Norfolk,AU,78.66,-42.7826,147.0587,The Shingles Riverside Cottages
895,Belmonte,BR,81.1,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
896,Butaritari,KI,83.08,3.0707,172.7902,Isles Sunset Lodge
897,Sao Filipe,CV,77.52,14.8961,-24.4956,Hotel Xaguate
898,Waipawa,NZ,52.43,-41.4122,175.5153,Tora Coastal Walk
899,Bandarbeyla,SO,74.19,9.4942,50.8122,JABIR HOTEL
901,East London,ZA,75.09,-33.0153,27.9116,Tu Casa
902,Rikitea,PF,78.84,-23.1203,-134.9692,People ThankYou
903,Rock Sound,BS,76.5,24.9,-76.2,Pink Corral Bay Property
905,Alofi,NU,85.89,-19.0595,-169.9187,Taloa Heights
907,Tumpat,MY,78.93,6.1978,102.171,Baan Tanyong B&B
909,Bluff,NZ,53.8,-46.6,168.3333,Bluff Homestead - Guesthouse & Campervan Park
910,Cape Town,ZA,69.89,-33.9258,18.4232,Southern Sun Waterfront Cape Town
912,Tomatlan,MX,74.64,19.9333,-105.25,El Salvial
